,geography,geographic_area_name,occupied_housing_units,occupied_housing_units_moe,median_monthly_costs_occupied_units,median_monthly_costs_occupied_units_moe,occupied_units_percentage,occupied_units_percentage_moe,owner_occupied_units,owner_occupied_units_moe,median_monthly_costs_owner_occupied,median_monthly_costs_owner_occupied_moe,owner_occupied_units_percentage,owner_occupied_units_percentage_moe,median_monthly_costs_owner_percentage,median_monthly_costs_owner_percentage_moe,renter_occupied_units,renter_occupied_units_moe,no_cash_rent_renter_units,no_cash_rent_renter_units_moe,median_monthly_costs_renter_units,median_monthly_costs_renter_units_moe,renter_occupied_units_percentage,renter_occupied_units_percentage_moe,median_monthly_costs_renter_percentage,median_monthly_costs_renter_percentage_moe
0,1400000US12001000201,Census Tract 2.01; Alachua County; Florida,1960,365,878,113,1960,365,151,78,612,343,151,78,612,343,1809,362,40,52,893,184,1809,362,893,184
2930,1400000US48201222100,Census Tract 2221; Harris County; Texas,1360,196,913,291,1360,196,860,157,493,78,860,157,493,78,500,216,29,32,1057,244,500,216,1057,244
2931,1400000US48201222200,Census Tract 2222; Harris County; Texas,1265,467,1027,633,1265,467,472,118,517,81,472,118,517,81,793,461,18,32,1162,465,793,461,1162,465
2932,1400000US48201222300,Census Tract 2223; Harris County; Texas,1377,199,748,337,1377,199,1034,180,667,207,1034,180,667,207,343,125,27,33,1172,164,343,125,1172,164
2933,1400000US48201222401,Census Tract 2224.01; Harris County; Texas,865,149,677,138,865,149,513,156,532,124,513,156,532,124,352,141,12,19,1112,451,352,141,1112,451
2934,1400000US48201222402,Census Tract 2224.02; Harris County; Texas,1844,452,869,128,1844,452,1024,412,770,84,1024,412,770,84,820,350,0,21,1382,427,820,350,1382,427
2935,1400000US48201222501,Census Tract 2225.01; Harris County; Texas,901,96,993,80,901,96,188,63,1162,406,188,63,1162,406,713,93,0,15,986,72,713,93,986,72
2936,1400000US48201222502,Census Tract 2225.02; Harris County; Texas,1071,109,1092,200,1071,109,819,117,979,338,819,117,979,338,252,101,0,15,1287,239,252,101,1287,239
2937,1400000US48201222504,Census Tract 2225.04; Harris County; Texas,978,175,1120,67,978,175,132,76,1064,236,132,76,1064,236,846,184,78,119,1129,73,846,184,1129,73
2938,1400000US48201222505,Census Tract 2225.05; Harris County; Texas,888,185,772,239,888,185,796,186,694,141,796,186,694,141,92,71,0,15,1689,113,92,71,1689,113
2939,1400000US48201222601,Census Tract 2226.01; Harris County; Texas,656,83,1063,40,656,83,0,15,-,**,0,15,-,**,656,83,0,15,1063,40,656,83,1063,40
2940,1400000US48201222602,Census Tract 2226.02; Harris County; Texas,1051,106,1027,60,1051,106,0,15,-,**,0,15,-,**,1051,106,0,15,1027,60,1051,106,1027,60
2941,1400000US48201222701,Census Tract 2227.01; Harris County; Texas,904,112,299,57,904,112,207,100,-,**,207,100,-,**,697,103,46,61,291,65,697,103,291,65
2942,1400000US48201222702,Census Tract 2227.02; Harris County; Texas,1612,253,1164,64,1612,253,128,90,-,**,128,90,-,**,1484,243,36,62,1175,59,1484,243,1175,59
2943,1400000US48201222800,Census Tract 2228; Harris County; Texas,961,182,846,112,961,182,548,157,648,103,548,157,648,103,413,124,15,18,1053,114,413,124,1053,114
2944,1400000US48201222900,Census Tract 2229; Harris County; Texas,2043,325,1013,291,2043,325,1513,319,956,192,1513,319,956,192,530,228,32,49,1319,360,530,228,1319,360
2945,1400000US48201223001,Census Tract 2230.01; Harris County; Texas,1105,162,934,152,1105,162,756,156,936,204,756,156,936,204,349,86,28,35,928,225,349,86,928,225
2946,1400000US48201223002,Census Tract 2230.02; Harris County; Texas,1073,114,964,80,1073,114,461,104,565,132,461,104,565,132,612,134,0,15,1090,76,612,134,1090,76
2947,1400000US48201223100,Census Tract 2231; Harris County; Texas,632,90,711,187,632,90,565,104,658,168,565,104,658,168,67,55,0,15,1363,823,67,55,1363,823
2948,1400000US48201230100,Census Tract 2301; Harris County; Texas,621,183,769,60,621,183,102,48,538,226,102,48,538,226,519,186,4,6,775,38,519,186,775,38
2949,1400000US48201230200,Census Tract 2302; Harris County; Texas,1829,205,737,210,1829,205,904,191,461,94,904,191,461,94,925,215,52,66,936,138,925,215,936,138
2950,1400000US48201230300,Census Tract 2303; Harris County; Texas,768,127,818,72,768,127,446,80,596,64,446,80,596,64,322,115,18,20,926,110,322,115,926,110
2951,1400000US48201230400,Census Tract 2304; Harris County; Texas,1191,342,974,319,1191,342,551,103,590,226,551,103,590,226,640,346,54,41,1253,445,640,346,1253,445
2952,1400000US48201230500,Census Tract 2305; Harris County; Texas,1247,361,542,166,1247,361,1051,365,490,101,1051,365,490,101,196,112,10,15,937,293,196,112,937,293
2953,1400000US48201230600,Census Tract 2306; Harris County; Texas,954,146,700,179,954,146,625,154,499,131,625,154,499,131,329,89,22,29,1091,210,329,89,1091,210
2954,1400000US48201230700,Census Tract 2307; Harris County; Texas,1058,166,755,88,1058,166,396,103,394,220,396,103,394,220,662,122,10,11,864,61,662,122,864,61
2955,1400000US48201230800,Census Tract 2308; Harris County; Texas,790,114,472,83,790,114,588,112,420,49,588,112,420,49,202,75,72,45,1250,235,202,75,1250,235
2956,1400000US48201230900,Census Tract 2309; Harris County; Texas,1670,182,841,268,1670,182,735,161,423,165,735,161,423,165,935,190,45,47,1025,116,935,190,1025,116
2957,1400000US48201231000,Census Tract 2310; Harris County; Texas,1650,319,532,271,1650,319,1242,270,479,197,1242,270,479,197,408,245,31,44,797,698,408,245,797,698
2958,1400000US48201231100,Census Tract 2311; Harris County; Texas,1461,224,1068,107,1461,224,858,193,825,397,858,193,825,397,603,183,18,24,1175,95,603,183,1175,95
2959,1400000US48201231200,Census Tract 2312; Harris County; Texas,2450,535,878,171,2450,535,1225,358,665,291,1225,358,665,291,1225,462,64,101,1252,675,1225,462,1252,675
2960,1400000US48201231300,Census Tract 2313; Harris County; Texas,1601,246,961,56,1601,246,902,189,685,303,902,189,685,303,699,237,59,61,1039,127,699,237,1039,127
2961,1400000US48201231400,Census Tract 2314; Harris County; Texas,1155,129,771,325,1155,129,919,160,542,192,919,160,542,192,236,99,46,40,1394,54,236,99,1394,54
2962,1400000US48201231500,Census Tract 2315; Harris County; Texas,864,138,902,243,864,138,520,93,717,158,520,93,717,158,344,116,62,50,972,55,344,116,972,55
2963,1400000US48201231600,Census Tract 2316; Harris County; Texas,1118,251,846,353,1118,251,907,255,623,323,907,255,623,323,211,98,17,27,1348,78,211,98,1348,78
2964,1400000US48201231700,Census Tract 2317; Harris County; Texas,1167,123,549,105,1167,123,765,138,486,106,765,138,486,106,402,112,30,31,1053,158,402,112,1053,158
2965,1400000US48201231800,Census Tract 2318; Harris County; Texas,865,115,794,111,865,115,617,100,737,134,617,100,737,134,248,76,23,25,976,174,248,76,976,174
2966,1400000US48201231900,Census Tract 2319; Harris County; Texas,2126,416,986,130,2126,416,1239,266,572,144,1239,266,572,144,887,460,23,45,1137,90,887,460,1137,90
2967,1400000US48201232000,Census Tract 2320; Harris County; Texas,1378,170,733,87,1378,170,957,189,655,102,957,189,655,102,421,147,52,51,1146,404,421,147,1146,404
2968,1400000US48201232100,Census Tract 2321; Harris County; Texas,1059,123,943,123,1059,123,560,96,702,164,560,96,702,164,499,105,30,30,1154,112,499,105,1154,112
2969,1400000US48201232201,Census Tract 2322.01; Harris County; Texas,1839,373,1222,259,1839,373,1177,447,-,**,1177,447,-,**,662,290,0,21,1364,256,662,290,1364,256
2970,1400000US48201232202,Census Tract 2322.02; Harris County; Texas,1646,345,2086,689,1646,345,1573,353,2162,619,1573,353,2162,619,73,118,0,21,-,**,73,118,-,**
2971,1400000US48201232203,Census Tract 2322.03; Harris County; Texas,2674,507,1559,177,2674,507,1288,387,2033,618,1288,387,2033,618,1386,370,0,21,1428,151,1386,370,1428,151
2972,1400000US48201232303,Census Tract 2323.03; Harris County; Texas,1636,242,1378,115,1636,242,1117,261,1362,423,1117,261,1362,423,519,268,0,21,1382,47,519,268,1382,47
2973,1400000US48201232304,Census Tract 2323.04; Harris County; Texas,2242,264,1106,403,2242,264,1012,213,633,174,1012,213,633,174,1230,311,154,145,1583,138,1230,311,1583,138
2974,1400000US48201232305,Census Tract 2323.05; Harris County; Texas,3079,376,1513,256,3079,376,2676,432,1515,310,2676,432,1515,310,403,246,10,17,1481,500,403,246,1481,500
2975,1400000US48201232306,Census Tract 2323.06; Harris County; Texas,884,244,683,523,884,244,713,223,586,102,713,223,586,102,171,124,0,15,1856,247,171,124,1856,247
2976,1400000US48201232402,Census Tract 2324.02; Harris County; Texas,1307,240,1173,149,1307,240,728,221,1000,297,728,221,1000,297,579,157,0,15,1273,194,579,157,1273,194
2977,1400000US48201232403,Census Tract 2324.03; Harris County; Texas,1462,127,1180,146,1462,127,710,178,824,371,710,178,824,371,752,159,37,41,1284,110,752,159,1284,110
2978,1400000US48201232404,Census Tract 2324.04; Harris County; Texas,1017,69,1136,134,1017,69,777,136,1166,232,777,136,1166,232,240,137,55,69,1104,181,240,137,1104,181
2979,1400000US48201232405,Census Tract 2324.05; Harris County; Texas,1758,281,1745,176,1758,281,1356,266,1768,431,1356,266,1768,431,402,210,0,21,1789,68,402,210,1789,68
2980,1400000US48201232500,Census Tract 2325; Harris County; Texas,973,189,811,251,973,189,589,201,539,146,589,201,539,146,384,81,41,41,1091,71,384,81,1091,71
2981,1400000US48201232600,Census Tract 2326; Harris County; Texas,984,188,722,284,984,188,821,163,605,186,821,163,605,186,163,107,44,61,1395,150,163,107,1395,150
2982,1400000US48201232701,Census Tract 2327.01; Harris County; Texas,2544,284,1047,46,2544,284,758,219,1002,180,758,219,1002,180,1786,257,0,21,1058,44,1786,257,1058,44
2983,1400000US48201232703,Census Tract 2327.03; Harris County; Texas,812,259,1133,71,812,259,46,33,-,**,46,33,-,**,766,254,0,15,1134,71,766,254,1134,71
2984,1400000US48201232704,Census Tract 2327.04; Harris County; Texas,756,122,1061,110,756,122,323,113,850,212,323,113,850,212,433,99,0,15,1140,111,433,99,1140,111
2985,1400000US48201232801,Census Tract 2328.01; Harris County; Texas,1106,145,1142,57,1106,145,344,91,800,286,344,91,800,286,762,158,0,15,1164,52,762,158,1164,52
2986,1400000US48201232802,Census Tract 2328.02; Harris County; Texas,959,131,1127,97,959,131,478,126,1006,249,478,126,1006,249,481,116,0,15,1181,111,481,116,1181,111
2987,1400000US48201232901,Census Tract 2329.01; Harris County; Texas,1681,400,1194,72,1681,400,672,292,1480,530,672,292,1480,530,1009,294,21,33,1137,40,1009,294,1137,40
2988,1400000US48201232902,Census Tract 2329.02; Harris County; Texas,1600,268,1135,82,1600,268,422,157,1068,716,422,157,1068,716,1178,255,0,15,1138,67,1178,255,1138,67
2989,1400000US48201233001,Census Tract 2330.01; Harris County; Texas,1301,273,1070,81,1301,273,371,88,975,142,371,88,975,142,930,273,37,52,1087,77,930,273,1087,77
2990,1400000US48201233002,Census Tract 2330.02; Harris County; Texas,1277,151,1559,199,1277,151,1211,154,1564,173,1211,154,1564,173,66,49,6,12,-,**,66,49,-,**
2991,1400000US48201233003,Census Tract 2330.03; Harris County; Texas,808,101,1276,155,808,101,695,98,1181,125,695,98,1181,125,113,61,23,20,1775,78,113,61,1775,78
2992,1400000US48201233101,Census Tract 2331.01; Harris County; Texas,1372,148,1006,135,1372,148,585,146,-,**,585,146,-,**,787,143,0,15,1019,116,787,143,1019,116
2993,1400000US48201233103,Census Tract 2331.03; Harris County; Texas,1537,199,931,149,1537,199,719,185,885,417,719,185,885,417,818,159,78,77,957,138,818,159,957,138
2994,1400000US48201233104,Census Tract 2331.04; Harris County; Texas,788,106,638,217,788,106,477,120,540,79,477,120,540,79,311,128,47,53,817,166,311,128,817,166
2995,1400000US48201233105,Census Tract 2331.05; Harris County; Texas,1144,221,980,349,1144,221,493,175,727,77,493,175,727,77,651,174,16,26,1105,128,651,174,1105,128
2996,1400000US48201233200,Census Tract 2332; Harris County; Texas,1876,249,1006,270,1876,249,1420,253,698,246,1420,253,698,246,456,130,0,21,1413,104,456,130,1413,104
2997,1400000US48201233300,Census Tract 2333; Harris County; Texas,1384,293,672,62,1384,293,844,212,561,97,844,212,561,97,540,255,40,38,793,305,540,255,793,305
2998,1400000US48201233400,Census Tract 2334; Harris County; Texas,975,175,1025,75,975,175,384,121,805,244,384,121,805,244,591,126,5,12,1116,65,591,126,1116,65
2999,1400000US48201233501,Census Tract 2335.01; Harris County; Texas,1078,159,722,233,1078,159,967,170,724,166,967,170,724,166,111,80,0,15,1332,664,111,80,1332,664
3000,1400000US48201233502,Census Tract 2335.02; Harris County; Texas,1031,186,737,283,1031,186,747,222,630,148,747,222,630,148,284,155,58,72,1079,169,284,155,1079,169
3001,1400000US48201233600,Census Tract 2336; Harris County; Texas,729,74,661,259,729,74,444,91,454,123,444,91,454,123,285,95,70,55,1239,206,285,95,1239,206
3002,1400000US48201233701,Census Tract 2337.01; Harris County; Texas,1339,181,1015,326,1339,181,960,224,647,337,960,224,647,337,379,128,0,15,1272,157,379,128,1272,157
3003,1400000US48201233702,Census Tract 2337.02; Harris County; Texas,730,120,841,150,730,120,362,136,568,62,362,136,568,62,368,121,11,19,949,56,368,121,949,56
3004,1400000US48201233703,Census Tract 2337.03; Harris County; Texas,773,150,815,182,773,150,589,169,679,234,589,169,679,234,184,67,0,15,1296,180,184,67,1296,180
3005,1400000US48201240101,Census Tract 2401.01; Harris County; Texas,750,109,868,90,750,109,0,15,-,**,0,15,-,**,750,109,0,15,868,90,750,109,868,90
3006,1400000US48201240102,Census Tract 2401.02; Harris County; Texas,749,133,943,84,749,133,48,35,420,93,48,35,420,93,701,134,0,15,953,81,701,134,953,81
3007,1400000US48201240400,Census Tract 2404; Harris County; Texas,2682,315,1245,133,2682,315,1650,334,1019,496,1650,334,1019,496,1032,237,0,21,1298,115,1032,237,1298,115
3008,1400000US48201240503,Census Tract 2405.03; Harris County; Texas,1076,407,932,167,1076,407,0,15,-,**,0,15,-,**,1076,407,0,15,932,167,1076,407,932,167
3009,1400000US48201240504,Census Tract 2405.04; Harris County; Texas,1433,215,798,92,1433,215,111,100,-,**,111,100,-,**,1322,232,0,15,789,56,1322,232,789,56
3010,1400000US48201240505,Census Tract 2405.05; Harris County; Texas,596,82,892,31,596,82,0,15,-,**,0,15,-,**,596,82,9,28,892,31,596,82,892,31
3011,1400000US48201240506,Census Tract 2405.06; Harris County; Texas,2014,200,999,60,2014,200,395,157,1294,158,395,157,1294,158,1619,148,21,34,977,39,1619,148,977,39
3012,1400000US48201240600,Census Tract 2406; Harris County; Texas,1177,220,940,151,1177,220,17,24,-,**,17,24,-,**,1160,220,0,15,927,146,1160,220,927,146
3013,1400000US48201240703,Census Tract 2407.03; Harris County; Texas,1890,280,1341,133,1890,280,1010,223,1394,354,1010,223,1394,354,880,219,0,21,1327,141,880,219,1327,141
3014,1400000US48201240704,Census Tract 2407.04; Harris County; Texas,1240,198,1289,160,1240,198,866,173,1029,727,866,173,1029,727,374,200,0,15,1351,173,374,200,1351,173
3015,1400000US48201240705,Census Tract 2407.05; Harris County; Texas,1439,167,1500,179,1439,167,930,132,1401,133,930,132,1401,133,509,200,0,15,1717,80,509,200,1717,80
3016,1400000US48201240706,Census Tract 2407.06; Harris County; Texas,3082,472,1407,148,3082,472,2177,450,1414,166,2177,450,1414,166,905,334,0,21,1392,352,905,334,1392,352
3017,1400000US48201240707,Census Tract 2407.07; Harris County; Texas,1601,125,1362,123,1601,125,1385,188,1337,145,1385,188,1337,145,216,144,78,106,1500,356,216,144,1500,356
3018,1400000US48201240802,Census Tract 2408.02; Harris County; Texas,2661,416,1539,107,2661,416,1329,398,1550,140,1329,398,1550,140,1332,243,3,6,1518,135,1332,243,1518,135
3019,1400000US48201240803,Census Tract 2408.03; Harris County; Texas,1052,161,985,124,1052,161,509,61,1191,319,509,61,1191,319,543,160,0,15,935,105,543,160,935,105
3020,1400000US48201240804,Census Tract 2408.04; Harris County; Texas,1419,174,971,53,1419,174,0,15,-,**,0,15,-,**,1419,174,0,15,971,53,1419,174,971,53
3021,1400000US48201240903,Census Tract 2409.03; Harris County; Texas,2002,161,1744,102,2002,161,1712,245,1707,115,1712,245,1707,115,290,191,0,21,1775,96,290,191,1775,96
3022,1400000US48201240904,Census Tract 2409.04; Harris County; Texas,3225,429,1486,108,3225,429,2339,423,1523,143,2339,423,1523,143,886,296,0,21,1434,100,886,296,1434,100
3023,1400000US48201240905,Census Tract 2409.05; Harris County; Texas,1762,448,1299,92,1762,448,648,257,1072,817,648,257,1072,817,1114,393,44,64,1340,65,1114,393,1340,65
3024,1400000US48201240906,Census Tract 2409.06; Harris County; Texas,2309,152,1691,95,2309,152,1714,229,1671,97,1714,229,1671,97,595,249,24,39,1695,99,595,249,1695,99
3025,1400000US48201241001,Census Tract 2410.01; Harris County; Texas,1424,173,1427,110,1424,173,921,156,1516,177,921,156,1516,177,503,182,0,15,1366,131,503,182,1366,131
3026,1400000US48201241002,Census Tract 2410.02; Harris County; Texas,1588,292,1441,185,1588,292,1400,321,1360,259,1400,321,1360,259,188,110,0,21,1664,120,188,110,1664,120
3027,1400000US48201241101,Census Tract 2411.01; Harris County; Texas,1517,122,1410,167,1517,122,1279,111,1281,185,1279,111,1281,185,238,130,7,13,1713,73,238,130,1713,73
3028,1400000US48201241103,Census Tract 2411.03; Harris County; Texas,1445,162,1294,83,1445,162,932,156,1147,193,932,156,1147,193,513,130,0,15,1380,69,513,130,1380,69
3029,1400000US48201241104,Census Tract 2411.04; Harris County; Texas,2950,357,1595,136,2950,357,2213,294,1426,114,2213,294,1426,114,737,404,11,20,1767,43,737,404,1767,43
3030,1400000US48201241105,Census Tract 2411.05; Harris County; Texas,1762,428,1491,343,1762,428,896,267,1128,102,896,267,1128,102,866,405,160,245,1849,131,866,405,1849,131
3031,1400000US48201241201,Census Tract 2412.01; Harris County; Texas,1103,148,1127,234,1103,148,793,207,834,320,793,207,834,320,310,159,0,15,1308,138,310,159,1308,138
3032,1400000US48201241202,Census Tract 2412.02; Harris County; Texas,1643,142,1476,124,1643,142,999,140,1333,95,999,140,1333,95,644,154,13,23,1732,109,644,154,1732,109
3033,1400000US48201241301,Census Tract 2413.01; Harris County; Texas,1669,141,1942,239,1669,141,1380,292,1825,211,1380,292,1825,211,289,220,0,15,2206,107,289,220,2206,107
3034,1400000US48201241302,Census Tract 2413.02; Harris County; Texas,2797,674,1818,124,2797,674,2368,682,1869,110,2368,682,1869,110,429,185,0,21,1427,79,429,185,1427,79
3035,1400000US48201241400,Census Tract 2414; Harris County; Texas,3846,376,1565,127,3846,376,2589,319,1529,234,2589,319,1529,234,1257,394,0,23,1578,117,1257,394,1578,117
3036,1400000US48201241501,Census Tract 2415.01; Harris County; Texas,1898,265,1178,59,1898,265,370,113,1056,501,370,113,1056,501,1528,267,39,48,1196,65,1528,267,1196,65
3037,1400000US48201241502,Census Tract 2415.02; Harris County; Texas,798,210,1147,50,798,210,104,43,-,**,104,43,-,**,694,219,10,19,1158,44,694,219,1158,44
3038,1400000US48201241503,Census Tract 2415.03; Harris County; Texas,624,225,1162,425,624,225,479,200,1057,666,479,200,1057,666,145,134,0,15,1338,273,145,134,1338,273
3039,1400000US48201250101,Census Tract 2501.01; Harris County; Texas,1460,245,1372,170,1460,245,1125,224,1288,438,1125,224,1288,438,335,152,0,15,1488,255,335,152,1488,255
3040,1400000US48201250102,Census Tract 2501.02; Harris County; Texas,1479,196,1537,554,1479,196,1224,215,1502,649,1224,215,1502,649,255,155,13,25,1734,774,255,155,1734,774
3041,1400000US48201250201,Census Tract 2502.01; Harris County; Texas,2444,486,1217,571,2444,486,1870,448,1370,1193,1870,448,1370,1193,574,256,147,133,1142,238,574,256,1142,238
3042,1400000US48201250202,Census Tract 2502.02; Harris County; Texas,783,287,1313,99,783,287,366,116,1030,148,366,116,1030,148,417,299,0,15,1436,173,417,299,1436,173
3043,1400000US48201250303,Census Tract 2503.03; Harris County; Texas,1290,272,2002,548,1290,272,1050,240,2191,406,1050,240,2191,406,240,144,0,15,1538,356,240,144,1538,356
3044,1400000US48201250304,Census Tract 2503.04; Harris County; Texas,2238,340,1573,159,2238,340,1570,273,1446,649,1570,273,1446,649,668,318,63,89,1676,101,668,318,1676,101
3045,1400000US48201250305,Census Tract 2503.05; Harris County; Texas,1911,262,1423,109,1911,262,1475,279,1390,184,1475,279,1390,184,436,212,0,21,1471,392,436,212,1471,392
3046,1400000US48201250306,Census Tract 2503.06; Harris County; Texas,1263,220,1865,71,1263,220,1041,200,1825,96,1041,200,1825,96,222,143,0,15,1940,264,222,143,1940,264
3047,1400000US48201250403,Census Tract 2504.03; Harris County; Texas,1679,190,1469,385,1679,190,1240,245,1974,300,1240,245,1974,300,439,269,0,15,1317,82,439,269,1317,82
3048,1400000US48201250404,Census Tract 2504.04; Harris County; Texas,1697,176,2082,309,1697,176,1555,228,2154,314,1555,228,2154,314,142,140,0,15,1189,849,142,140,1189,849
3049,1400000US48201250405,Census Tract 2504.05; Harris County; Texas,2895,627,1850,134,2895,627,2160,458,1677,249,2160,458,1677,249,735,472,39,57,1864,158,735,472,1864,158
3050,1400000US48201250406,Census Tract 2504.06; Harris County; Texas,1486,146,1872,221,1486,146,1333,159,1907,287,1333,159,1907,287,153,104,0,15,1679,773,153,104,1679,773
3051,1400000US48201250407,Census Tract 2504.07; Harris County; Texas,3141,317,2332,229,3141,317,3013,326,2330,230,3013,326,2330,230,128,100,25,43,2432,1026,128,100,2432,1026
3052,1400000US48201250408,Census Tract 2504.08; Harris County; Texas,3726,381,2030,366,3726,381,2775,402,2579,353,2775,402,2579,353,951,320,0,23,1676,176,951,320,1676,176
3053,1400000US48201250500,Census Tract 2505; Harris County; Texas,2128,199,1382,151,2128,199,1277,197,1553,109,1277,197,1553,109,851,188,49,61,1238,170,851,188,1238,170
3054,1400000US48201250601,Census Tract 2506.01; Harris County; Texas,1611,325,1008,81,1611,325,250,171,840,224,250,171,840,224,1361,316,115,143,1059,91,1361,316,1059,91
3055,1400000US48201250602,Census Tract 2506.02; Harris County; Texas,1779,240,1093,99,1779,240,483,147,902,510,483,147,902,510,1296,279,36,48,1112,94,1296,279,1112,94
3056,1400000US48201250701,Census Tract 2507.01; Harris County; Texas,2249,358,1247,319,2249,358,1823,397,1174,141,1823,397,1174,141,426,180,0,21,1783,103,426,180,1783,103
3057,1400000US48201250702,Census Tract 2507.02; Harris County; Texas,1586,121,1667,182,1586,121,1408,143,1586,202,1408,143,1586,202,178,82,23,26,2086,290,178,82,2086,290
3058,1400000US48201250801,Census Tract 2508.01; Harris County; Texas,1337,103,1759,203,1337,103,1138,138,1760,212,1138,138,1760,212,199,124,7,11,1500,1342,199,124,1500,1342
3059,1400000US48201250802,Census Tract 2508.02; Harris County; Texas,1503,243,2056,158,1503,243,1440,253,2066,159,1440,253,2066,159,63,63,0,15,1884,1781,63,63,1884,1781
3060,1400000US48201250901,Census Tract 2509.01; Harris County; Texas,1596,250,1991,326,1596,250,995,242,2566,408,995,242,2566,408,601,169,18,29,1502,226,601,169,1502,226
3061,1400000US48201250902,Census Tract 2509.02; Harris County; Texas,1925,181,2696,447,1925,181,1883,184,2626,412,1883,184,2626,412,42,59,0,21,-,**,42,59,-,**
3062,1400000US48201251000,Census Tract 2510; Harris County; Texas,1306,184,1769,173,1306,184,649,94,2804,313,649,94,2804,313,657,181,23,25,1310,241,657,181,1310,241
3063,1400000US48201251100,Census Tract 2511; Harris County; Texas,2470,247,1708,360,2470,247,2194,261,1579,405,2194,261,1579,405,276,113,0,21,2080,327,276,113,2080,327
3064,1400000US48201251200,Census Tract 2512; Harris County; Texas,2312,277,1631,229,2312,277,1737,246,1682,239,1737,246,1682,239,575,290,0,21,1487,530,575,290,1487,530
3065,1400000US48201251300,Census Tract 2513; Harris County; Texas,2341,169,1665,107,2341,169,2075,228,1627,108,2075,228,1627,108,266,139,12,19,2152,357,266,139,2152,357
3066,1400000US48201251401,Census Tract 2514.01; Harris County; Texas,819,65,1648,156,819,65,729,68,1598,155,729,68,1598,155,90,43,15,22,2196,595,90,43,2196,595
3067,1400000US48201251402,Census Tract 2514.02; Harris County; Texas,2576,463,1404,151,2576,463,1534,255,1302,109,1534,255,1302,109,1042,416,0,21,1603,179,1042,416,1603,179
3068,1400000US48201251501,Census Tract 2515.01; Harris County; Texas,1773,144,2183,219,1773,144,1715,157,2178,262,1715,157,2178,262,58,73,0,21,-,**,58,73,-,**
3069,1400000US48201251503,Census Tract 2515.03; Harris County; Texas,850,154,1853,70,850,154,603,70,1705,154,603,70,1705,154,247,154,0,15,1889,314,247,154,1889,314
3070,1400000US48201251504,Census Tract 2515.04; Harris County; Texas,1742,215,1903,542,1742,215,1679,210,1745,583,1679,210,1745,583,63,61,0,21,2725,419,63,61,2725,419
3071,1400000US48201251505,Census Tract 2515.05; Harris County; Texas,1484,234,1469,395,1484,234,1312,215,1308,283,1312,215,1308,283,172,158,33,52,2206,284,172,158,2206,284
3072,1400000US48201251600,Census Tract 2516; Harris County; Texas,2078,489,1162,511,2078,489,1887,499,1016,385,1887,499,1016,385,191,125,0,21,2402,1624,191,125,2402,1624
3073,1400000US48201251701,Census Tract 2517.01; Harris County; Texas,1229,178,1334,79,1229,178,1126,184,1316,167,1126,184,1316,167,103,84,0,15,1417,140,103,84,1417,140
3074,1400000US48201251702,Census Tract 2517.02; Harris County; Texas,1290,242,1047,139,1290,242,886,229,868,258,886,229,868,258,404,190,0,15,1107,70,404,190,1107,70
3075,1400000US48201251800,Census Tract 2518; Harris County; Texas,617,126,1056,179,617,126,553,122,982,191,553,122,982,191,64,39,0,15,1414,409,64,39,1414,409
3076,1400000US48201251902,Census Tract 2519.02; Harris County; Texas,2439,211,1690,158,2439,211,2149,257,1715,159,2149,257,1715,159,290,164,102,122,1130,787,290,164,1130,787
3077,1400000US48201251903,Census Tract 2519.03; Harris County; Texas,1621,367,1155,503,1621,367,1490,373,1196,532,1490,373,1196,532,131,95,0,15,892,815,131,95,892,815
3078,1400000US48201251904,Census Tract 2519.04; Harris County; Texas,2061,322,1538,228,2061,322,1818,368,1518,219,1818,368,1518,219,243,151,0,21,1584,656,243,151,1584,656
3079,1400000US48201252001,Census Tract 2520.01; Harris County; Texas,2748,700,1905,315,2748,700,1727,670,2138,485,1727,670,2138,485,1021,339,0,21,1683,212,1021,339,1683,212
3080,1400000US48201252002,Census Tract 2520.02; Harris County; Texas,1755,235,1678,474,1755,235,1462,262,2062,926,1462,262,2062,926,293,154,0,21,1439,253,293,154,1439,253
3081,1400000US48201252003,Census Tract 2520.03; Harris County; Texas,3357,333,2491,229,3357,333,3041,382,2530,249,3041,382,2530,249,316,288,0,23,2362,739,316,288,2362,739
3082,1400000US48201252100,Census Tract 2521; Harris County; Texas,886,149,1223,282,886,149,730,129,1402,366,730,129,1402,366,156,107,12,25,1108,130,156,107,1108,130
3083,1400000US48201252201,Census Tract 2522.01; Harris County; Texas,1877,358,1447,85,1877,358,893,181,1427,316,893,181,1427,316,984,384,0,21,1455,115,984,384,1455,115
3084,1400000US48201252202,Census Tract 2522.02; Harris County; Texas,1845,321,1267,153,1845,321,1345,261,1241,221,1345,261,1241,221,500,270,42,67,1307,451,500,270,1307,451
3085,1400000US48201252303,Census Tract 2523.03; Harris County; Texas,1282,192,1299,188,1282,192,1057,193,1195,215,1057,193,1195,215,225,107,0,21,1492,276,225,107,1492,276
3086,1400000US48201252304,Census Tract 2523.04; Harris County; Texas,1264,398,1203,199,1264,398,833,149,995,204,833,149,995,204,431,392,0,15,1340,163,431,392,1340,163
3087,1400000US48201252305,Census Tract 2523.05; Harris County; Texas,1944,183,1412,173,1944,183,1835,213,1398,173,1835,213,1398,173,109,101,0,21,1616,628,109,101,1616,628
