,geography,geographic_area_name,families_number,families_number_moe,families_percent_distribution,families_percent_distribution_moe,families_median_income,families_median_income_moe
4701,1400000US48299970502,Census Tract 9705.02; Llano County; Texas,1034,174,1034,174,47594,6694
4702,1400000US48299970600,Census Tract 9706; Llano County; Texas,563,104,563,104,92125,29325
4703,1400000US48301950100,Census Tract 9501; Loving County; Texas,21,16,21,16,130781,107631
4704,1400000US48303000100,Census Tract 1; Lubbock County; Texas,708,100,708,100,73864,21596
4705,1400000US48303000201,Census Tract 2.01; Lubbock County; Texas,507,107,507,107,72969,31369
4706,1400000US48303000202,Census Tract 2.02; Lubbock County; Texas,359,72,359,72,35750,14802
4707,1400000US48303000301,Census Tract 3.01; Lubbock County; Texas,561,136,561,136,45194,11676
4708,1400000US48303000303,Census Tract 3.03; Lubbock County; Texas,440,149,440,149,20714,7782
4709,1400000US48303000304,Census Tract 3.04; Lubbock County; Texas,815,177,815,177,55949,27458
4710,1400000US48303000402,Census Tract 4.02; Lubbock County; Texas,1079,187,1079,187,67250,12676
4711,1400000US48303000403,Census Tract 4.03; Lubbock County; Texas,970,173,970,173,114500,32483
4712,1400000US48303000406,Census Tract 4.06; Lubbock County; Texas,429,110,429,110,117292,42638
4713,1400000US48303000407,Census Tract 4.07; Lubbock County; Texas,664,139,664,139,73864,24970
4714,1400000US48303000408,Census Tract 4.08; Lubbock County; Texas,706,189,706,189,94231,36417
4715,1400000US48303000409,Census Tract 4.09; Lubbock County; Texas,1498,267,1498,267,80039,21553
4716,1400000US48303000410,Census Tract 4.10; Lubbock County; Texas,368,196,368,196,63542,52142
4717,1400000US48303000411,Census Tract 4.11; Lubbock County; Texas,628,208,628,208,67101,47049
4718,1400000US48303000501,Census Tract 5.01; Lubbock County; Texas,101,38,101,38,53819,22299
4719,1400000US48303000502,Census Tract 5.02; Lubbock County; Texas,0,15,0,15,-,**
4720,1400000US48303000503,Census Tract 5.03; Lubbock County; Texas,0,15,0,15,-,**
4721,1400000US48303000603,Census Tract 6.03; Lubbock County; Texas,166,135,166,135,-,**
4722,1400000US48303000605,Census Tract 6.05; Lubbock County; Texas,0,15,0,15,-,**
4723,1400000US48303000607,Census Tract 6.07; Lubbock County; Texas,406,200,406,200,54795,9474
4724,1400000US48303000700,Census Tract 7; Lubbock County; Texas,229,66,229,66,71420,29828
4725,1400000US48303000901,Census Tract 9.01; Lubbock County; Texas,95,35,95,35,-,**
4726,1400000US48303000902,Census Tract 9.02; Lubbock County; Texas,933,234,933,234,40625,19500
4727,1400000US48303001000,Census Tract 10; Lubbock County; Texas,837,213,837,213,39784,27939
4728,1400000US48303001200,Census Tract 12; Lubbock County; Texas,498,132,498,132,28576,4713
4729,1400000US48303001300,Census Tract 13; Lubbock County; Texas,632,235,632,235,39839,13860
4730,1400000US48303001401,Census Tract 14.01; Lubbock County; Texas,433,107,433,107,67154,6598
4731,1400000US48303001402,Census Tract 14.02; Lubbock County; Texas,340,136,340,136,61212,15333
4732,1400000US48303001501,Census Tract 15.01; Lubbock County; Texas,479,115,479,115,121467,31685
4733,1400000US48303001502,Census Tract 15.02; Lubbock County; Texas,520,162,520,162,-,**
4734,1400000US48303001601,Census Tract 16.01; Lubbock County; Texas,554,147,554,147,60455,29966
4735,1400000US48303001602,Census Tract 16.02; Lubbock County; Texas,757,216,757,216,54866,31026
4736,1400000US48303001708,Census Tract 17.08; Lubbock County; Texas,372,136,372,136,28190,10652
4737,1400000US48303001709,Census Tract 17.09; Lubbock County; Texas,1240,201,1240,201,58171,17417
4738,1400000US48303001710,Census Tract 17.10; Lubbock County; Texas,628,227,628,227,51528,12648
4739,1400000US48303001711,Census Tract 17.11; Lubbock County; Texas,650,131,650,131,86923,24509
4740,1400000US48303001712,Census Tract 17.12; Lubbock County; Texas,545,176,545,176,-,**
4741,1400000US48303001713,Census Tract 17.13; Lubbock County; Texas,1043,223,1043,223,114121,14949
4742,1400000US48303001714,Census Tract 17.14; Lubbock County; Texas,968,204,968,204,60114,15869
4743,1400000US48303001715,Census Tract 17.15; Lubbock County; Texas,404,92,404,92,83966,2736
4744,1400000US48303001716,Census Tract 17.16; Lubbock County; Texas,949,187,949,187,128201,36156
4745,1400000US48303001717,Census Tract 17.17; Lubbock County; Texas,627,147,627,147,105240,25578
4746,1400000US48303001804,Census Tract 18.04; Lubbock County; Texas,910,168,910,168,90256,7775
4747,1400000US48303001805,Census Tract 18.05; Lubbock County; Texas,501,89,501,89,92440,33879
4748,1400000US48303001806,Census Tract 18.06; Lubbock County; Texas,620,192,620,192,69344,16154
4749,1400000US48303001807,Census Tract 18.07; Lubbock County; Texas,382,115,382,115,68839,29837
4750,1400000US48303001808,Census Tract 18.08; Lubbock County; Texas,612,136,612,136,108235,27646
4751,1400000US48303001904,Census Tract 19.04; Lubbock County; Texas,445,64,445,64,120313,27301
4752,1400000US48303001905,Census Tract 19.05; Lubbock County; Texas,554,163,554,163,61167,21475
4753,1400000US48303001906,Census Tract 19.06; Lubbock County; Texas,612,127,612,127,84674,26188
4754,1400000US48303001907,Census Tract 19.07; Lubbock County; Texas,894,182,894,182,95694,31276
4755,1400000US48303001908,Census Tract 19.08; Lubbock County; Texas,939,267,939,267,137750,34734
4756,1400000US48303002001,Census Tract 20.01; Lubbock County; Texas,538,112,538,112,83306,21254
4757,1400000US48303002002,Census Tract 20.02; Lubbock County; Texas,919,336,919,336,32681,12791
4758,1400000US48303002102,Census Tract 21.02; Lubbock County; Texas,678,113,678,113,111964,31386
4759,1400000US48303002103,Census Tract 21.03; Lubbock County; Texas,595,102,595,102,84861,25885
4760,1400000US48303002104,Census Tract 21.04; Lubbock County; Texas,922,246,922,246,-,**
4761,1400000US48303002203,Census Tract 22.03; Lubbock County; Texas,664,117,664,117,74375,15287
4762,1400000US48303002205,Census Tract 22.05; Lubbock County; Texas,593,100,593,100,72566,29613
4763,1400000US48303002206,Census Tract 22.06; Lubbock County; Texas,837,238,837,238,85068,24366
4764,1400000US48303002207,Census Tract 22.07; Lubbock County; Texas,784,253,784,253,38519,28004
4765,1400000US48303002208,Census Tract 22.08; Lubbock County; Texas,604,193,604,193,33730,22790
4766,1400000US48303002301,Census Tract 23.01; Lubbock County; Texas,546,126,546,126,51774,6419
4767,1400000US48303002302,Census Tract 23.02; Lubbock County; Texas,415,95,415,95,48875,41585
4768,1400000US48303002401,Census Tract 24.01; Lubbock County; Texas,650,156,650,156,34871,7829
4769,1400000US48303002402,Census Tract 24.02; Lubbock County; Texas,471,128,471,128,66174,60080
4770,1400000US48303002500,Census Tract 25; Lubbock County; Texas,577,119,577,119,61250,11895
4771,1400000US48303010101,Census Tract 101.01; Lubbock County; Texas,495,118,495,118,88278,8522
4772,1400000US48303010102,Census Tract 101.02; Lubbock County; Texas,642,96,642,96,73561,5823
4773,1400000US48303010201,Census Tract 102.01; Lubbock County; Texas,514,100,514,100,72071,37756
4774,1400000US48303010202,Census Tract 102.02; Lubbock County; Texas,413,153,413,153,90659,25055
4775,1400000US48303010203,Census Tract 102.03; Lubbock County; Texas,471,213,471,213,73542,53604
4776,1400000US48303010204,Census Tract 102.04; Lubbock County; Texas,520,210,520,210,70426,15149
4777,1400000US48303010301,Census Tract 103.01; Lubbock County; Texas,1122,153,1122,153,88716,13793
4778,1400000US48303010302,Census Tract 103.02; Lubbock County; Texas,689,101,689,101,84458,16352
4779,1400000US48303010402,Census Tract 104.02; Lubbock County; Texas,610,142,610,142,74972,13207
4780,1400000US48303010404,Census Tract 104.04; Lubbock County; Texas,1035,182,1035,182,99408,26393
4781,1400000US48303010409,Census Tract 104.09; Lubbock County; Texas,405,95,405,95,105365,36523
4782,1400000US48303010410,Census Tract 104.10; Lubbock County; Texas,726,194,726,194,100438,17236
4783,1400000US48303010411,Census Tract 104.11; Lubbock County; Texas,270,48,270,48,87857,59531
4784,1400000US48303010412,Census Tract 104.12; Lubbock County; Texas,438,155,438,155,117917,15765
4785,1400000US48303010413,Census Tract 104.13; Lubbock County; Texas,759,194,759,194,86250,33621
4786,1400000US48303010414,Census Tract 104.14; Lubbock County; Texas,671,268,671,268,123224,53968
4787,1400000US48303010415,Census Tract 104.15; Lubbock County; Texas,1078,131,1078,131,149808,29320
4788,1400000US48303010416,Census Tract 104.16; Lubbock County; Texas,340,112,340,112,71944,47592
4789,1400000US48303010417,Census Tract 104.17; Lubbock County; Texas,1149,211,1149,211,71875,39073
4790,1400000US48303010418,Census Tract 104.18; Lubbock County; Texas,481,99,481,99,80509,19462
4791,1400000US48303010419,Census Tract 104.19; Lubbock County; Texas,1698,226,1698,226,124190,9889
4792,1400000US48303010420,Census Tract 104.20; Lubbock County; Texas,321,256,321,256,42247,34366
4793,1400000US48303010421,Census Tract 104.21; Lubbock County; Texas,1146,152,1146,152,121442,25733
4794,1400000US48303010422,Census Tract 104.22; Lubbock County; Texas,755,151,755,151,139917,58518
4795,1400000US48303010423,Census Tract 104.23; Lubbock County; Texas,494,196,494,196,82739,21123
4796,1400000US48303010502,Census Tract 105.02; Lubbock County; Texas,961,146,961,146,192986,26315
4797,1400000US48303010504,Census Tract 105.04; Lubbock County; Texas,1226,142,1226,142,128833,18582
4798,1400000US48303010505,Census Tract 105.05; Lubbock County; Texas,946,160,946,160,80577,11651
4799,1400000US48303010506,Census Tract 105.06; Lubbock County; Texas,950,170,950,170,75179,12102
4800,1400000US48303010509,Census Tract 105.09; Lubbock County; Texas,1997,221,1997,221,116148,15582
4801,1400000US48303010510,Census Tract 105.10; Lubbock County; Texas,835,134,835,134,134306,16567
4802,1400000US48303010511,Census Tract 105.11; Lubbock County; Texas,1898,354,1898,354,87500,13081
4803,1400000US48303010512,Census Tract 105.12; Lubbock County; Texas,2267,245,2267,245,146823,27212
4804,1400000US48303010513,Census Tract 105.13; Lubbock County; Texas,398,153,398,153,102059,70602
4805,1400000US48303010514,Census Tract 105.14; Lubbock County; Texas,1151,253,1151,253,87138,33645
4806,1400000US48303010601,Census Tract 106.01; Lubbock County; Texas,860,151,860,151,51991,12830
4807,1400000US48303010602,Census Tract 106.02; Lubbock County; Texas,534,202,534,202,52292,38392
4808,1400000US48303010700,Census Tract 107; Lubbock County; Texas,983,126,983,126,104375,14946
4809,1400000US48303980000,Census Tract 9800; Lubbock County; Texas,0,15,0,15,-,**
4810,1400000US48305950400,Census Tract 9504; Lynn County; Texas,558,62,558,62,77143,21901
4811,1400000US48305950500,Census Tract 9505; Lynn County; Texas,580,101,580,101,45938,21890
4812,1400000US48305950600,Census Tract 9506; Lynn County; Texas,285,59,285,59,87917,28277
4813,1400000US48307950300,Census Tract 9503; McCulloch County; Texas,1221,228,1221,228,64375,25901
4814,1400000US48307950400,Census Tract 9504; McCulloch County; Texas,302,90,302,90,83333,26732
4815,1400000US48307950500,Census Tract 9505; McCulloch County; Texas,453,87,453,87,61023,18002
4816,1400000US48309000100,Census Tract 1; McLennan County; Texas,251,68,251,68,27009,8970
4817,1400000US48309000200,Census Tract 2; McLennan County; Texas,256,112,256,112,64265,57955
4818,1400000US48309000300,Census Tract 3; McLennan County; Texas,0,15,0,15,-,**
4819,1400000US48309000401,Census Tract 4.01; McLennan County; Texas,281,190,281,190,-,**
4820,1400000US48309000402,Census Tract 4.02; McLennan County; Texas,472,196,472,196,34623,28279
4821,1400000US48309000598,Census Tract 5.98; McLennan County; Texas,1270,213,1270,213,49583,8732
4822,1400000US48309000700,Census Tract 7; McLennan County; Texas,606,99,606,99,61250,16501
4823,1400000US48309000800,Census Tract 8; McLennan County; Texas,683,125,683,125,54792,10090
4824,1400000US48309000900,Census Tract 9; McLennan County; Texas,1367,310,1367,310,75513,28352
4825,1400000US48309001000,Census Tract 10; McLennan County; Texas,551,100,551,100,38342,5815
4826,1400000US48309001100,Census Tract 11; McLennan County; Texas,1410,247,1410,247,43045,8684
4827,1400000US48309001200,Census Tract 12; McLennan County; Texas,656,128,656,128,22841,9171
4828,1400000US48309001300,Census Tract 13; McLennan County; Texas,618,184,618,184,55814,9639
4829,1400000US48309001401,Census Tract 14.01; McLennan County; Texas,584,115,584,115,19479,15645
4830,1400000US48309001402,Census Tract 14.02; McLennan County; Texas,1193,296,1193,296,17959,2473
4831,1400000US48309001500,Census Tract 15; McLennan County; Texas,376,148,376,148,38289,14934
4832,1400000US48309001600,Census Tract 16; McLennan County; Texas,1314,240,1314,240,60588,20512
4833,1400000US48309001700,Census Tract 17; McLennan County; Texas,1626,214,1626,214,51234,7732
4834,1400000US48309001800,Census Tract 18; McLennan County; Texas,420,80,420,80,71409,4692
4835,1400000US48309001900,Census Tract 19; McLennan County; Texas,786,192,786,192,38472,16796
4836,1400000US48309002000,Census Tract 20; McLennan County; Texas,1078,155,1078,155,85471,6688
4837,1400000US48309002100,Census Tract 21; McLennan County; Texas,1279,288,1279,288,41499,3669
4838,1400000US48309002302,Census Tract 23.02; McLennan County; Texas,849,237,849,237,40768,11348
4839,1400000US48309002498,Census Tract 24.98; McLennan County; Texas,1371,263,1371,263,68850,28203
4840,1400000US48309002501,Census Tract 25.01; McLennan County; Texas,963,187,963,187,89688,49387
4841,1400000US48309002503,Census Tract 25.03; McLennan County; Texas,1291,225,1291,225,108275,23488
4842,1400000US48309002504,Census Tract 25.04; McLennan County; Texas,1347,136,1347,136,137423,12920
4843,1400000US48309002600,Census Tract 26; McLennan County; Texas,1774,307,1774,307,103864,20816
4844,1400000US48309002700,Census Tract 27; McLennan County; Texas,795,218,795,218,37563,11065
4845,1400000US48309002800,Census Tract 28; McLennan County; Texas,1022,183,1022,183,83889,38000
4846,1400000US48309002900,Census Tract 29; McLennan County; Texas,1332,196,1332,196,105625,23495
4847,1400000US48309003000,Census Tract 30; McLennan County; Texas,791,146,791,146,70313,25071
4848,1400000US48309003200,Census Tract 32; McLennan County; Texas,1102,188,1102,188,63667,24496
4849,1400000US48309003300,Census Tract 33; McLennan County; Texas,185,76,185,76,29926,13294
4850,1400000US48309003401,Census Tract 34.01; McLennan County; Texas,341,109,341,109,106250,90067
4851,1400000US48309003402,Census Tract 34.02; McLennan County; Texas,1663,277,1663,277,105953,19098
4852,1400000US48309003500,Census Tract 35; McLennan County; Texas,1266,199,1266,199,94214,16912
4853,1400000US48309003601,Census Tract 36.01; McLennan County; Texas,789,94,789,94,70375,12015
4854,1400000US48309003602,Census Tract 36.02; McLennan County; Texas,784,120,784,120,88281,17099
4855,1400000US48309003701,Census Tract 37.01; McLennan County; Texas,829,142,829,142,92684,27097
4856,1400000US48309003703,Census Tract 37.03; McLennan County; Texas,1685,209,1685,209,100139,31384
4857,1400000US48309003708,Census Tract 37.08; McLennan County; Texas,2641,307,2641,307,97703,10694
4858,1400000US48309003709,Census Tract 37.09; McLennan County; Texas,1910,263,1910,263,84451,9471
4859,1400000US48309003710,Census Tract 37.10; McLennan County; Texas,1356,215,1356,215,116250,28769
4860,1400000US48309003711,Census Tract 37.11; McLennan County; Texas,1624,385,1624,385,75476,25979
4861,1400000US48309003712,Census Tract 37.12; McLennan County; Texas,904,199,904,199,114855,49094
4862,1400000US48309003801,Census Tract 38.01; McLennan County; Texas,2042,236,2042,236,103553,16543
4863,1400000US48309003802,Census Tract 38.02; McLennan County; Texas,1766,321,1766,321,83854,19569
4864,1400000US48309003901,Census Tract 39.01; McLennan County; Texas,982,167,982,167,163833,56278
4865,1400000US48309003902,Census Tract 39.02; McLennan County; Texas,1959,357,1959,357,90982,11328
4866,1400000US48309004000,Census Tract 40; McLennan County; Texas,1668,163,1668,163,120958,17798
4867,1400000US48309004102,Census Tract 41.02; McLennan County; Texas,1868,235,1868,235,109708,18086
4868,1400000US48309004104,Census Tract 41.04; McLennan County; Texas,1042,163,1042,163,97778,21775
4869,1400000US48309004105,Census Tract 41.05; McLennan County; Texas,1402,165,1402,165,116154,13846
4870,1400000US48309004201,Census Tract 42.01; McLennan County; Texas,755,93,755,93,68594,26724
4871,1400000US48309004202,Census Tract 42.02; McLennan County; Texas,1096,98,1096,98,93214,19305
4872,1400000US48309004300,Census Tract 43; McLennan County; Texas,1773,321,1773,321,51940,16539
4873,1400000US48309980000,Census Tract 9800; McLennan County; Texas,0,15,0,15,-,**
4874,1400000US48311950100,Census Tract 9501; McMullen County; Texas,155,51,155,51,66406,21730
4875,1400000US48313000100,Census Tract 1; Madison County; Texas,262,77,262,77,74125,14459
4876,1400000US48313000200,Census Tract 2; Madison County; Texas,563,119,563,119,91094,35604
4877,1400000US48313000300,Census Tract 3; Madison County; Texas,755,135,755,135,83194,23149
4878,1400000US48313000400,Census Tract 4; Madison County; Texas,1173,190,1173,190,67229,14716
4879,1400000US48315950100,Census Tract 9501; Marion County; Texas,399,79,399,79,75114,40194
4880,1400000US48315950200,Census Tract 9502; Marion County; Texas,658,135,658,135,75833,20582
4881,1400000US48315950300,Census Tract 9503; Marion County; Texas,724,107,724,107,56667,15675
4882,1400000US48315950400,Census Tract 9504; Marion County; Texas,569,121,569,121,54055,9269
4883,1400000US48317950100,Census Tract 9501; Martin County; Texas,398,78,398,78,95769,23654
4884,1400000US48317950200,Census Tract 9502; Martin County; Texas,1070,136,1070,136,75865,20244
4885,1400000US48319950100,Census Tract 9501; Mason County; Texas,577,98,577,98,98523,23163
4886,1400000US48319950200,Census Tract 9502; Mason County; Texas,540,79,540,79,82394,32572
4887,1400000US48321730100,Census Tract 7301; Matagorda County; Texas,479,116,479,116,62697,32763
4888,1400000US48321730202,Census Tract 7302.02; Matagorda County; Texas,520,131,520,131,88750,15854
4889,1400000US48321730203,Census Tract 7302.03; Matagorda County; Texas,711,212,711,212,56981,11304
4890,1400000US48321730204,Census Tract 7302.04; Matagorda County; Texas,995,232,995,232,77195,28226
4891,1400000US48321730301,Census Tract 7303.01; Matagorda County; Texas,1057,201,1057,201,90025,30769
4892,1400000US48321730302,Census Tract 7303.02; Matagorda County; Texas,1329,257,1329,257,35600,16744
4893,1400000US48321730303,Census Tract 7303.03; Matagorda County; Texas,165,44,165,44,117583,102866
4894,1400000US48321730400,Census Tract 7304; Matagorda County; Texas,623,193,623,193,56171,41507
4895,1400000US48321730502,Census Tract 7305.02; Matagorda County; Texas,525,143,525,143,90085,47377
4896,1400000US48321730503,Census Tract 7305.03; Matagorda County; Texas,717,188,717,188,71736,24061
4897,1400000US48321730600,Census Tract 7306; Matagorda County; Texas,1403,266,1403,266,92419,20989
4898,1400000US48321730700,Census Tract 7307; Matagorda County; Texas,1129,228,1129,228,51575,20905
4899,1400000US48321990000,Census Tract 9900; Matagorda County; Texas,0,15,0,15,-,**
4900,1400000US48323950204,Census Tract 9502.04; Maverick County; Texas,1005,213,1005,213,54755,16895
4901,1400000US48323950206,Census Tract 9502.06; Maverick County; Texas,1255,332,1255,332,53617,37911
4902,1400000US48323950207,Census Tract 9502.07; Maverick County; Texas,937,188,937,188,60693,10850
4903,1400000US48323950208,Census Tract 9502.08; Maverick County; Texas,845,208,845,208,92827,58820
4904,1400000US48323950209,Census Tract 9502.09; Maverick County; Texas,1234,291,1234,291,39643,15190
4905,1400000US48323950301,Census Tract 9503.01; Maverick County; Texas,1142,244,1142,244,49500,33405
4906,1400000US48323950302,Census Tract 9503.02; Maverick County; Texas,831,176,831,176,72163,28696
4907,1400000US48323950400,Census Tract 9504; Maverick County; Texas,978,207,978,207,35446,20276
4908,1400000US48323950500,Census Tract 9505; Maverick County; Texas,1564,351,1564,351,51563,21564
4909,1400000US48323950601,Census Tract 9506.01; Maverick County; Texas,507,95,507,95,-,**
4910,1400000US48323950602,Census Tract 9506.02; Maverick County; Texas,1244,212,1244,212,62115,16223
4911,1400000US48323950701,Census Tract 9507.01; Maverick County; Texas,1198,235,1198,235,90600,24961
4912,1400000US48323950702,Census Tract 9507.02; Maverick County; Texas,1487,342,1487,342,85313,54227
4913,1400000US48325000101,Census Tract 1.01; Medina County; Texas,1952,279,1952,279,86798,4623
4914,1400000US48325000103,Census Tract 1.03; Medina County; Texas,2304,273,2304,273,108023,13383
4915,1400000US48325000104,Census Tract 1.04; Medina County; Texas,890,211,890,211,109565,21075
4916,1400000US48325000200,Census Tract 2; Medina County; Texas,359,80,359,80,83512,17274
4917,1400000US48325000301,Census Tract 3.01; Medina County; Texas,684,144,684,144,101053,20438
4918,1400000US48325000302,Census Tract 3.02; Medina County; Texas,1066,226,1066,226,58750,22074
4919,1400000US48325000401,Census Tract 4.01; Medina County; Texas,1534,304,1534,304,73877,7420
4920,1400000US48325000402,Census Tract 4.02; Medina County; Texas,1140,194,1140,194,79063,27155
4921,1400000US48325000500,Census Tract 5; Medina County; Texas,1218,258,1218,258,72684,20601
4922,1400000US48325000801,Census Tract 8.01; Medina County; Texas,839,164,839,164,68317,46691
4923,1400000US48325000802,Census Tract 8.02; Medina County; Texas,1220,205,1220,205,93452,29474
4924,1400000US48327950300,Census Tract 9503; Menard County; Texas,420,97,420,97,80588,25145
4925,1400000US48329000100,Census Tract 1; Midland County; Texas,1413,215,1413,215,94340,33565
4926,1400000US48329000200,Census Tract 2; Midland County; Texas,1138,282,1138,282,122333,56060
4927,1400000US48329000302,Census Tract 3.02; Midland County; Texas,1313,371,1313,371,110880,29338
4928,1400000US48329000303,Census Tract 3.03; Midland County; Texas,1132,166,1132,166,133750,27966
4929,1400000US48329000304,Census Tract 3.04; Midland County; Texas,993,178,993,178,151326,37926
4930,1400000US48329000305,Census Tract 3.05; Midland County; Texas,1046,154,1046,154,131250,11447
4931,1400000US48329000401,Census Tract 4.01; Midland County; Texas,793,164,793,164,95739,17856
4932,1400000US48329000402,Census Tract 4.02; Midland County; Texas,1247,273,1247,273,85598,44534
4933,1400000US48329000500,Census Tract 5; Midland County; Texas,1143,211,1143,211,101641,14440
4934,1400000US48329000600,Census Tract 6; Midland County; Texas,1226,255,1226,255,62794,37551
4935,1400000US48329001100,Census Tract 11; Midland County; Texas,1076,180,1076,180,87196,10468
4936,1400000US48329001200,Census Tract 12; Midland County; Texas,1867,797,1867,797,101023,74433
4937,1400000US48329001300,Census Tract 13; Midland County; Texas,1935,306,1935,306,96689,30509
4938,1400000US48329001400,Census Tract 14; Midland County; Texas,1396,301,1396,301,49392,14726
4939,1400000US48329001500,Census Tract 15; Midland County; Texas,1326,240,1326,240,55028,12930
4940,1400000US48329001700,Census Tract 17; Midland County; Texas,1137,375,1137,375,49926,35020
4941,1400000US48329010105,Census Tract 101.05; Midland County; Texas,806,198,806,198,86250,43249
4942,1400000US48329010106,Census Tract 101.06; Midland County; Texas,1660,362,1660,362,71974,38784
4943,1400000US48329010107,Census Tract 101.07; Midland County; Texas,1212,239,1212,239,113763,7786
4944,1400000US48329010108,Census Tract 101.08; Midland County; Texas,813,150,813,150,152061,33266
4945,1400000US48329010115,Census Tract 101.15; Midland County; Texas,731,211,731,211,73848,30159
4946,1400000US48329010116,Census Tract 101.16; Midland County; Texas,1048,125,1048,125,199706,40759
4947,1400000US48329010117,Census Tract 101.17; Midland County; Texas,544,161,544,161,90000,13399
4948,1400000US48329010118,Census Tract 101.18; Midland County; Texas,984,421,984,421,72661,50937
4949,1400000US48329010119,Census Tract 101.19; Midland County; Texas,1161,393,1161,393,100772,9272
4950,1400000US48329010120,Census Tract 101.20; Midland County; Texas,1904,333,1904,333,232171,36282
4951,1400000US48329010121,Census Tract 101.21; Midland County; Texas,1023,189,1023,189,216250,79530
4952,1400000US48329010122,Census Tract 101.22; Midland County; Texas,444,112,444,112,92174,72663
4953,1400000US48329010123,Census Tract 101.23; Midland County; Texas,3325,687,3325,687,89561,44483
4954,1400000US48329010124,Census Tract 101.24; Midland County; Texas,579,167,579,167,137697,106801
4955,1400000US48329010125,Census Tract 101.25; Midland County; Texas,1375,297,1375,297,119531,32166
4956,1400000US48329010126,Census Tract 101.26; Midland County; Texas,2209,373,2209,373,134766,22905
4957,1400000US48329010127,Census Tract 101.27; Midland County; Texas,710,367,710,367,158615,96243
4958,1400000US48329010128,Census Tract 101.28; Midland County; Texas,1074,310,1074,310,138000,35260
4959,1400000US48329010129,Census Tract 101.29; Midland County; Texas,1444,422,1444,422,130580,20755
4960,1400000US48329010200,Census Tract 102; Midland County; Texas,656,209,656,209,74375,30477
4961,1400000US48329980000,Census Tract 9800; Midland County; Texas,0,15,0,15,-,**
4962,1400000US48331950100,Census Tract 9501; Milam County; Texas,573,91,573,91,74375,34012
4963,1400000US48331950300,Census Tract 9503; Milam County; Texas,1205,188,1205,188,68021,20547
4964,1400000US48331950401,Census Tract 9504.01; Milam County; Texas,863,139,863,139,67372,18586
4965,1400000US48331950402,Census Tract 9504.02; Milam County; Texas,778,161,778,161,71875,33898
4966,1400000US48331950500,Census Tract 9505; Milam County; Texas,971,128,971,128,69677,7791
4967,1400000US48331950700,Census Tract 9507; Milam County; Texas,1216,171,1216,171,76346,22814
4968,1400000US48331950800,Census Tract 9508; Milam County; Texas,884,139,884,139,76689,11941
4969,1400000US48333950100,Census Tract 9501; Mills County; Texas,518,74,518,74,65294,8394
4970,1400000US48333950200,Census Tract 9502; Mills County; Texas,767,111,767,111,85536,13827
4971,1400000US48335950200,Census Tract 9502; Mitchell County; Texas,909,186,909,186,85439,23260
4972,1400000US48335950400,Census Tract 9504; Mitchell County; Texas,476,112,476,112,99444,13011
4973,1400000US48337950100,Census Tract 9501; Montague County; Texas,716,113,716,113,98393,12922
4974,1400000US48337950200,Census Tract 9502; Montague County; Texas,542,96,542,96,59821,13276
4975,1400000US48337950300,Census Tract 9503; Montague County; Texas,576,87,576,87,63306,11664
4976,1400000US48337950401,Census Tract 9504.01; Montague County; Texas,738,144,738,144,118110,17046
4977,1400000US48337950402,Census Tract 9504.02; Montague County; Texas,899,134,899,134,70198,7093
4978,1400000US48337950501,Census Tract 9505.01; Montague County; Texas,655,170,655,170,86875,33508
4979,1400000US48337950502,Census Tract 9505.02; Montague County; Texas,713,151,713,151,83722,19318
4980,1400000US48337950600,Census Tract 9506; Montague County; Texas,582,79,582,79,82917,9097
4981,1400000US48339690101,Census Tract 6901.01; Montgomery County; Texas,1342,203,1342,203,138947,49079
4982,1400000US48339690102,Census Tract 6901.02; Montgomery County; Texas,1902,325,1902,325,103517,31301
4983,1400000US48339690203,Census Tract 6902.03; Montgomery County; Texas,1245,195,1245,195,88493,35336
4984,1400000US48339690204,Census Tract 6902.04; Montgomery County; Texas,1307,294,1307,294,122350,53000
4985,1400000US48339690205,Census Tract 6902.05; Montgomery County; Texas,1434,479,1434,479,152773,52951
4986,1400000US48339690206,Census Tract 6902.06; Montgomery County; Texas,851,116,851,116,110417,73929
4987,1400000US48339690207,Census Tract 6902.07; Montgomery County; Texas,1607,247,1607,247,141172,42279
4988,1400000US48339690300,Census Tract 6903; Montgomery County; Texas,1269,174,1269,174,70721,17168
4989,1400000US48339690403,Census Tract 6904.03; Montgomery County; Texas,834,167,834,167,192713,39828
4990,1400000US48339690404,Census Tract 6904.04; Montgomery County; Texas,1530,309,1530,309,148871,43809
4991,1400000US48339690405,Census Tract 6904.05; Montgomery County; Texas,1226,280,1226,280,89474,40497
4992,1400000US48339690406,Census Tract 6904.06; Montgomery County; Texas,1216,325,1216,325,210439,61670
4993,1400000US48339690407,Census Tract 6904.07; Montgomery County; Texas,1287,270,1287,270,62215,37281
4994,1400000US48339690408,Census Tract 6904.08; Montgomery County; Texas,1571,549,1571,549,103714,10159
4995,1400000US48339690501,Census Tract 6905.01; Montgomery County; Texas,1740,322,1740,322,148919,51884
4996,1400000US48339690502,Census Tract 6905.02; Montgomery County; Texas,1124,195,1124,195,170539,20982
4997,1400000US48339690503,Census Tract 6905.03; Montgomery County; Texas,2086,360,2086,360,176653,20073
4998,1400000US48339690603,Census Tract 6906.03; Montgomery County; Texas,1167,260,1167,260,235114,32523
4999,1400000US48339690604,Census Tract 6906.04; Montgomery County; Texas,2310,245,2310,245,163740,29811
